-34.97	50
-34.97	100
-35.17	100
-35.17	150
-35.16	150
-35.16	200
-35.24	200
-35.24	250
-34.96	250
-34.96	300
-35.26	300
-35.26	350
-35.05	350
-35.05	400
-35.18	400
-35.18	450
-35.14	450
-35.14	500
-34.84	500
-34.84	550
-35.24	550
-35.24	600
-35.04	600
-35.04	650
-35.00	650
-35.00	700
-34.91	700
-34.91	750
-35.32	750
-35.32	800
-34.59	800
-34.59	850
-34.99	850
-34.99	900
-34.90	900
-34.90	950
-34.54	950
-34.54	1000
-34.62	1000
-34.62	1050
-35.10	1050
-35.10	1100
-35.35	1100
-35.35	1150
-35.04	1150
-35.04	1200
-35.07	1200
-35.07	1250
-35.13	1250
-35.13	1300
-35.00	1300
-35.00	1350
NaN	1350
NaN	1400
-34.73	1400
-34.73	1450
-34.93	1450
-34.93	1500
-34.40	1500
-34.40	1550
NaN	1550
NaN	1600
-34.79	1600
-34.79	1650
-34.52	1650
-34.52	1700
-35.09	1700
-35.09	1750
-35.13	1750
-35.13	1800
-34.72	1800
-34.72	1850
-34.67	1850
-34.67	1900
-34.79	1900
-34.79	1950
-34.42	1950
-34.42	2000
-34.71	2000
-34.71	2050
-34.25	2050
-34.25	2100
-34.76	2100
-34.76	2150
-34.72	2150
-34.72	2200
-34.58	2200
-34.58	2250
-35.11	2250
-35.11	2300
-34.71	2300
-34.71	2350
-34.19	2350
-34.19	2400
-34.95	2400
-34.95	2450
-34.78	2450
-34.78	2500
-34.75	2500
-34.75	2550
-34.71	2550
-34.71	2600
-34.92	2600
-34.92	2650
-35.01	2650
-35.01	2700
-34.56	2700
-34.56	2750
-34.98	2750
-34.98	2800
-34.58	2800
-34.58	2850
-34.71	2850
-34.71	2900
-34.55	2900
-34.55	2950
-35.10	2950
-35.10	3000
-34.80	3000
-34.80	3050
-34.59	3050
-34.59	3100
-34.72	3100
-34.72	3150
-34.65	3150
-34.65	3200
-34.53	3200
-34.53	3250
-34.12	3250
-34.12	3300
-34.73	3300
-34.73	3350
-35.13	3350
-35.13	3400
NaN	3400
NaN	3450
-34.38	3450
-34.38	3500
-34.95	3500
-34.95	3550
-34.52	3550
-34.52	3600
-34.58	3600
-34.58	3650
-34.67	3650
-34.67	3700
-34.82	3700
-34.82	3750
-34.82	3750
-34.82	3800
-34.91	3800
-34.91	3850
-34.96	3850
-34.96	3900
-34.98	3900
-34.98	3950
-34.49	3950
-34.49	4000
-34.73	4000
-34.73	4050
-34.41	4050
-34.41	4100
-34.77	4100
-34.77	4150
-34.70	4150
-34.70	4200
-34.64	4200
-34.64	4250
-34.75	4250
-34.75	4300
-35.13	4300
-35.13	4350
-35.01	4350
-35.01	4400
-34.92	4400
-34.92	4450
-34.82	4450
-34.82	4500
-34.87	4500
-34.87	4550
-34.91	4550
-34.91	4600
-35.44	4600
-35.44	4650
-34.63	4650
-34.63	4700
-35.32	4700
-35.32	4750
NaN	4750
NaN	4800
-34.57	4800
-34.57	4850
-34.68	4850
-34.68	4900
-34.52	4900
-34.52	4950
-34.75	4950
-34.75	5000
-34.61	5000
-34.61	5050
-34.77	5050
-34.77	5100
-34.43	5100
-34.43	5150
-34.59	5150
-34.59	5200
-34.62	5200
-34.62	5250
-35.05	5250
-35.05	5300
-35.02	5300
-35.02	5350
-35.18	5350
-35.18	5400
-34.73	5400
-34.73	5450
-34.54	5450
-34.54	5500
-34.53	5500
-34.53	5550
-34.53	5550
-34.53	5600
-34.66	5600
-34.66	5650
-34.74	5650
-34.74	5700
-34.80	5700
-34.80	5750
-34.77	5750
-34.77	5800
-34.72	5800
-34.72	5850
-34.72	5850
-34.72	5900
-34.57	5900
-34.57	5950
-34.65	5950
-34.65	6000
-34.77	6000
-34.77	6050
-35.09	6050
-35.09	6100
-34.51	6100
-34.51	6150
-34.84	6150
-34.84	6200
-35.02	6200
-35.02	6250
-34.72	6250
-34.72	6300
-34.79	6300
-34.79	6350
-34.65	6350
-34.65	6400
-34.83	6400
-34.83	6450
-34.83	6450
-34.83	6500
-35.03	6500
-35.03	6550
-34.75	6550
-34.75	6600
-34.68	6600
-34.68	6650
-34.91	6650
-34.91	6700
-34.45	6700
-34.45	6750
-34.17	6750
-34.17	6800
-34.24	6800
-34.24	6850
-34.22	6850
-34.22	6900
-34.61	6900
-34.61	6950
-34.62	6950
-34.62	7000
-35.07	7000
-35.07	7050
-34.85	7050
-34.85	7100
-34.78	7100
-34.78	7150
-35.01	7150
-35.01	7200
-34.98	7200
-34.98	7250
-34.58	7250
-34.58	7300
-34.56	7300
-34.56	7350
-34.44	7350
-34.44	7400
-34.54	7400
-34.54	7450
-35.02	7450
-35.02	7500
-34.62	7500
-34.62	7550
-34.55	7550
-34.55	7600
-34.42	7600
-34.42	7650
-34.26	7650
-34.26	7700
-34.30	7700
-34.30	7750
-34.23	7750
-34.23	7800
-34.38	7800
-34.38	7850
-34.53	7850
-34.53	7900
-34.44	7900
-34.44	7950
-34.69	7950
-34.69	8000
-34.99	8000
-34.99	8050
-35.15	8050
-35.15	8100
-35.35	8100
-35.35	8150
-36.29	8150
-36.29	8200
-35.36	8200
-35.36	8250
-34.60	8250
-34.60	8300
-34.72	8300
-34.72	8350
-34.80	8350
-34.80	8400
-34.71	8400
-34.71	8450
-34.72	8450
-34.72	8500
-34.72	8500
-34.72	8550
-34.56	8550
-34.56	8600
-34.70	8600
-34.70	8650
-34.58	8650
-34.58	8700
-34.35	8700
-34.35	8750
-34.48	8750
-34.48	8800
-34.77	8800
-34.77	8850
-34.13	8850
-34.13	8900
-34.33	8900
-34.33	8950
-34.81	8950
-34.81	9000
-34.53	9000
-34.53	9050
-34.40	9050
-34.40	9100
-34.59	9100
-34.59	9150
-34.73	9150
-34.73	9200
-35.06	9200
-35.06	9250
-34.79	9250
-34.79	9300
-34.31	9300
-34.31	9350
-34.22	9350
-34.22	9400
-34.70	9400
-34.70	9450
-35.31	9450
-35.31	9500
-35.03	9500
-35.03	9550
-34.76	9550
-34.76	9600
-34.49	9600
-34.49	9650
-34.71	9650
-34.71	9700
-34.31	9700
-34.31	9750
-34.69	9750
-34.69	9800
-34.96	9800
-34.96	9850
-35.09	9850
-35.09	9900
-34.74	9900
-34.74	9950
-34.51	9950
-34.51	10000
-34.99	10000
-34.99	10050
-35.41	10050
-35.41	10100
-35.43	10100
-35.43	10150
-34.85	10150
-34.85	10200
-35.53	10200
-35.53	10250
-35.35	10250
-35.35	10300
-35.60	10300
-35.60	10350
-36.00	10350
-36.00	10400
-35.74	10400
-35.74	10450
-35.43	10450
-35.43	10500
-35.86	10500
-35.86	10550
-35.71	10550
-35.71	10600
-35.78	10600
-35.78	10650
-35.93	10650
-35.93	10700
-36.24	10700
-36.24	10750
-35.78	10750
-35.78	10800
-35.99	10800
-35.99	10850
-36.47	10850
-36.47	10900
-36.75	10900
-36.75	10950
-36.53	10950
-36.53	11000
-36.29	11000
-36.29	11050
-36.47	11050
-36.47	11100
-36.51	11100
-36.51	11150
-36.88	11150
-36.88	11200
-36.03	11200
-36.03	11250
-36.63	11250
-36.63	11300
-36.69	11300
-36.69	11350
-37.95	11350
-37.95	11400
-37.28	11400
-37.28	11450
-36.78	11450
-36.78	11500
-36.36	11500
-36.36	11550
-36.48	11550
-36.48	11600
-37.63	11600
-37.63	11650
-40.07	11650
-40.07	11700
-39.23	11700
-39.23	11750
-39.77	11750
-39.77	11800
-40.54	11800
-40.54	11850
-40.30	11850
-40.30	11900
-39.28	11900
-39.28	11950
-39.10	11950
-39.10	12000
-39.36	12000
-39.36	12050
-40.07	12050
-40.07	12100
-39.80	12100
-39.80	12150
-40.47	12150
-40.47	12200
-40.12	12200
-40.12	12250
-39.28	12250
-39.28	12300
-40.58	12300
-40.58	12350
-39.25	12350
-39.25	12400
-40.80	12400
-40.80	12450
-40.37	12450
-40.37	12500
-40.47	12500
-40.47	12550
-41.38	12550
-41.38	12600
-40.75	12600
-40.75	12650
-39.20	12650
-39.20	12700
-40.24	12700
-40.24	12750
-39.55	12750
-39.55	12800
-39.00	12800
-39.00	12850
-38.25	12850
-38.25	12900
-38.19	12900
-38.19	12950
-38.02	12950
-38.02	13000
-38.58	13000
-38.58	13050
-40.59	13050
-40.59	13100
-39.32	13100
-39.32	13150
-39.45	13150
-39.45	13200
-38.26	13200
-38.26	13250
-38.16	13250
-38.16	13300
-37.54	13300
-37.54	13350
-38.04	13350
-38.04	13400
-37.33	13400
-37.33	13450
-37.56	13450
-37.56	13500
-37.39	13500
-37.39	13550
-38.06	13550
-38.06	13600
-37.54	13600
-37.54	13650
-37.73	13650
-37.73	13700
-37.24	13700
-37.24	13750
-37.81	13750
-37.81	13800
-37.82	13800
-37.82	13850
-37.48	13850
-37.48	13900
-38.13	13900
-38.13	13950
-39.22	13950
-39.22	14000
-38.46	14000
-38.46	14050
-37.56	14050
-37.56	14100
-37.57	14100
-37.57	14150
-36.92	14150
-36.92	14200
-36.65	14200
-36.65	14250
-35.79	14250
-35.79	14300
-36.36	14300
-36.36	14350
-35.82	14350
-35.82	14400
-35.47	14400
-35.47	14450
-35.25	14450
-35.25	14500
-35.78	14500
-35.78	14550
-36.53	14550
-36.53	14600
-37.43	14600
-37.43	14650
-39.73	14650
-39.73	14700
-40.16	14700
-40.16	14750
-39.07	14750
-39.07	14800
-40.18	14800
-40.18	14850
-39.02	14850
-39.02	14900
-39.94	14900
-39.94	14950
-40.15	14950
-40.15	15000
-39.66	15000
-39.66	15050
-37.57	15050
-37.57	15100
-38.68	15100
-38.68	15150
-38.80	15150
-38.80	15200
-38.84	15200
-38.84	15250
-39.99	15250
-39.99	15300
-38.95	15300
-38.95	15350
-40.63	15350
